date,TT,AN,AP,AR,AS,BR,CH,CT,DD,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UN,UP,UT,WB,
19-Aug-20,979,0,86,0,10,10,1,6,0,9,0,8,17,2,10,13,11,126,7,1,0,346,0,0,18,0,0,10,22,6,12,1,8,116,3,0,53,14,53,
20-Aug-20,981,1,95,0,8,6,0,8,0,22,0,2,16,2,11,8,6,102,9,0,0,326,0,0,12,0,0,8,37,8,11,0,10,116,0,0,95,9,53,
21-Aug-20,953,1,91,0,6,14,2,8,0,13,0,9,14,2,7,11,15,93,12,1,0,339,0,2,14,0,0,10,34,6,12,0,8,101,4,0,64,5,55,
22-Aug-20,918,0,97,0,7,13,0,10,0,14,0,5,14,4,12,13,15,93,15,2,0,297,1,2,21,0,1,9,45,8,11,0,7,80,1,0,70,3,48,
23-Aug-20,846,1,93,0,8,9,4,7,0,16,0,4,14,0,6,8,9,68,5,2,0,258,1,0,23,0,0,10,50,8,11,0,11,97,2,0,59,5,57,
24-Aug-20,854,2,86,0,10,17,0,9,0,13,0,4,13,0,10,17,7,127,11,0,0,212,0,0,17,0,0,10,43,5,12,0,6,97,1,0,61,7,57,
25-Aug-20,1066,2,92,0,8,17,3,15,0,17,0,9,20,1,10,12,14,148,10,1,0,329,0,2,19,0,0,9,49,8,13,0,9,107,6,0,72,6,58,
26-Aug-20,1017,4,81,0,14,9,1,10,0,17,0,8,17,2,11,15,19,133,13,1,0,295,0,1,17,0,0,13,41,8,12,0,10,118,4,0,82,6,55,
27-Aug-20,1066,1,92,0,4,9,2,14,0,22,0,6,17,1,12,15,14,141,10,2,0,355,1,0,24,0,0,7,37,10,13,0,8,109,2,0,76,9,53,
28-Aug-20,1019,0,81,2,8,12,2,6,0,20,0,4,14,0,15,12,7,136,7,1,0,331,1,2,17,0,0,8,51,9,12,0,11,102,4,0,77,11,56,
29-Aug-20,943,2,82,0,3,5,0,11,0,15,0,3,13,1,9,9,7,115,6,4,0,328,0,1,22,0,0,14,41,12,13,0,9,87,5,0,62,11,53,
30-Aug-20,960,1,88,0,7,9,7,7,0,22,0,5,17,1,12,12,9,106,7,2,0,296,0,0,29,0,0,12,56,10,13,0,10,94,4,0,67,7,50,
31-Aug-20,816,1,85,0,10,6,4,8,0,18,0,9,14,3,7,7,9,113,7,0,0,184,0,0,20,0,0,10,49,7,13,0,9,91,5,0,63,12,52,
01-Sep-20,1027,0,84,0,9,15,1,10,0,18,0,2,14,4,17,11,14,135,4,1,0,320,2,1,32,0,0,11,59,12,13,1,9,96,10,0,56,11,55,
02-Sep-20,1026,1,72,0,8,13,2,12,0,19,0,10,12,1,15,10,15,113,7,0,0,292,1,0,27,0,0,11,106,13,12,0,10,98,5,0,74,11,56,
03-Sep-20,1083,1,75,1,7,6,4,16,0,19,0,8,16,5,19,6,11,104,10,0,0,391,0,3,30,0,0,8,72,7,14,1,10,92,8,0,75,9,55,
04-Sep-20,1066,1,76,0,15,13,5,22,0,13,0,8,14,2,19,3,12,116,11,0,0,378,1,3,30,0,0,9,49,20,13,0,10,79,3,0,71,12,58,
05-Sep-20,1035,1,71,0,7,9,1,19,0,25,0,0,16,4,22,15,15,128,11,0,0,312,1,1,30,0,0,7,69,18,14,0,11,64,7,0,81,18,58,
